PATRON PRINCIPAL,CATEGORIA PRINCIPAL,CATEGORIA SECUNDARIA,Ejercicio,Ejercicio 2,Posicion,Esfuerzo,Nivel,Código Numérico,Dificultad Relativa,Ruta,Movilidad Relacionada A
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB TUCK TO PIKE,TTB TUCK TO,PIKE,EXC.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB BA 1/2 W TUCK,TTB BA 1/2 W,TUCK,CON.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 1/2 W TUCK,TTB 1/2 W,TUCK,CON.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA  VERTICAL,OA ,VERTICAL,ISO.,alfa,1,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB PIKE TO TUCK,TTB PIKE TO,TUCK,EXC.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA MID TUCK,TTB BA MID,TUCK,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA TOP TUCK,TTB BA TOP,TUCK,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA MID STR,TTB 90 BA MID,STR,ISO.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA TOP STR,TTB 90 BA TOP,STR,ISO.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA MID SUPINE STR,TTB 90 BA MID SUPINE,STR,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA TOP SUPINE STR,TTB 90 BA TOP SUPINE,STR,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB OL SCISSORS 90 PIKE,TTB OL SCISSORS 90,PIKE,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 PIKE,TTB 90,PIKE,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB  STR,TTB ,STR,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB V STR,TTB V,STR,ISO.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 90 SUPINE STR,TTB 90 SUPINE,STR,ISO.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB SUPINE BA STR,TTB SUPINE BA,STR,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB  TUCK,OA TTB ,TUCK,CON.,delta,2,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA ATW TUCK,TTB BA ATW,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW TUCK,TTB ATW,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB WINDSHIELD TUCK,TTB WINDSHIELD,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA WINDSHIELD TUCK,TTB BA WINDSHIELD,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB 1/2 WINDSHIELD PIKE,TTB 1/2 WINDSHIELD,PIKE,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 1/2 WINDSHIELD BA PIKE,TTB 1/2 WINDSHIELD BA,PIKE,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 1/2 WINDSHIELD BA SUPINE TUCK,TTB 1/2 WINDSHIELD BA SUPINE,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB PIKE,TTB,PIKE,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB SUPINE STR,TTB SUPINE,STR,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM MID STR,TTB BENT ARM MID,STR,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM TOP STR,TTB BENT ARM TOP,STR,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BENT ARM MID PIKE,TTB 90 BENT ARM MID,PIKE,ISO.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BENT ARM TOP PIKE,TTB 90 BENT ARM TOP,PIKE,ISO.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BENT ARM MID SUPINE PIKE,TTB 90 BENT ARM MID SUPINE,PIKE,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BENT ARM TOP SUPINE PIKE,TTB 90 BENT ARM TOP SUPINE,PIKE,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB V PIKE,TTB V,PIKE,ISO.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB V SUPINE STR,TTB V SUPINE,STR,ISO.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB  TUCK,OA TTB ,TUCK,ISO.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE TUCK,OA TTB SUPINE,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB  TUCK,OA TTB ,TUCK,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,1/2  WINDSHIELD PIKE,1/2  WINDSHIELD,PIKE,CON.,delta,2,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,1/2 WINDSHIELD SUPINE PIKE,1/2 WINDSHIELD SUPINE,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW PIKE,TTB ATW,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW BA PIKE,TTB ATW BA,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB L TO V PIKE,TTB L TO V,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB WINDSHIELD PIKE,TTB WINDSHIELD,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB WINDSHIELD BA PIKE,TTB WINDSHIELD BA,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB TOUCH BAR PIKE,TTB TOUCH BAR,PIKE,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB TO INVERTED PIKE,TTB TO INVERTED,PIKE,EXC.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM MID PIKE,TTB BENT ARM MID,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM TOP PIKE,TTB BENT ARM TOP,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA MID PIKE,TTB 90 BA MID,PIKE,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB 90 BA TOP PIKE,TTB 90 BA TOP,PIKE,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA V MID SUPINE PIKE,TTB BA V MID SUPINE,PIKE,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA V TOP SUPINE PIKE,TTB BA V TOP SUPINE,PIKE,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB SUPINE PIKE,TTB SUPINE,PIKE,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TTB 90 PIKE,OA TTB 90,PIKE,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TTB SUPINE TUCK,OA TTB SUPINE,TUCK,ISO.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TTB  STR,OA TTB ,STR,CON.,delta,2,3,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB WINDSHIELD SUPINE PIKE,TTB WINDSHIELD SUPINE,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW SUPINE PIKE,TTB ATW SUPINE,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW BA SUPINE PIKE,TTB ATW BA SUPINE,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB L TO V SUPINE PIKE,TTB L TO V SUPINE,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB TOUCH BAR SUPINE PIKE,TTB TOUCH BAR SUPINE,PIKE,ISO.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB TO INVERTED PIKE,TTB TO INVERTED,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM MID TO INVERTED PIKE,TTB BENT ARM MID TO INVERTED,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB  BENT ARM TOP TO INVERTED PIKE,TTB  BENT ARM TOP TO INVERTED,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB V BA MID PIKE,TTB V BA MID,PIKE,ISO.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB V BA TOP PIKE,TTB V BA TOP,PIKE,ISO.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA V TO INVERTED MID SUPINE  PIKE,TTB BA V TO INVERTED MID SUPINE ,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA V TO INVERTED TOP SUPINE PIKE,TTB BA V TO INVERTED TOP SUPINE,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TTB V PIKE,OA TTB V,PIKE,ISO.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE 90 TUCK,OA TTB SUPINE 90,TUCK,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB 90 PIKE,OA TTB 90,PIKE,CON.,sigma,3,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,1/2 WINDSHIELD OA TUCK,1/2 WINDSHIELD OA,TUCK,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW OA TUCK,TTB ATW OA,TUCK,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW BA SUPINE FULL,TTB ATW BA SUPINE,FULL,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,SHAWARMA  TUCK,SHAWARMA ,TUCK,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB SUPINE TO INVERTED PIKE,TTB SUPINE TO INVERTED,PIKE,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB V TO INVERTED PIKE,TTB V TO INVERTED,PIKE,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM MID WINDSHIELD PIKE,TTB BENT ARM MID WINDSHIELD,PIKE,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM TOP WINDSHIELD PIKE,TTB BENT ARM TOP WINDSHIELD,PIKE,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA ATW MID SUPINE  PIKE,TTB BA ATW MID SUPINE ,PIKE,ISO.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA ATW TOP SUPINE PIKE,TTB BA ATW TOP SUPINE,PIKE,ISO.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,RING MEATHOOK PIKE,RING MEATHOOK,PIKE,ISO.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE 90 PIKE,OA TTB SUPINE 90,PIKE,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB  PIKE,OA TTB ,PIKE,CON.,sigma,3,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,1/2 WINDSHIELD OA PIKE,1/2 WINDSHIELD OA,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW OA PIKE,TTB ATW OA,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW OA SUPINE TUCK,TTB ATW OA SUPINE,TUCK,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,SHAWARMA  PIKE,SHAWARMA ,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,INVERTED RING SUPINE OA ASSISTED FULL,INVERTED RING SUPINE OA ASSISTED,FULL,ISO.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,INVERTED RING OA ASSISTED FULL,INVERTED RING OA ASSISTED,FULL,ISO.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM MID WINDSHIELD PIKE,TTB BENT ARM MID WINDSHIELD,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BENT ARM TOP WINDSHIELD PIKE,TTB BENT ARM TOP WINDSHIELD,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA ATW MID SUPINE  PIKE,TTB BA ATW MID SUPINE ,PIKE,ISO.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB BA ATW TOP SUPINE PIKE,TTB BA ATW TOP SUPINE,PIKE,ISO.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TO RING MEATHOOK  PIKE,OA TO RING MEATHOOK ,PIKE,EXC.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE  PIKE,OA TTB SUPINE ,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB TO INVERTED ASSISTED PIKE,OA TTB TO INVERTED ASSISTED,PIKE,CON.,omega,4,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,WINDSHIELD OA PIKE,WINDSHIELD OA,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,TTB ATW OA SUPINE PIKE,TTB ATW OA SUPINE,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,SHAWARMA ON V PIKE,SHAWARMA ON V,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,INVERTED RING SUPINE OA  FULL,INVERTED RING SUPINE OA ,FULL,ISO.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,INVERTED RING OA  FULL,INVERTED RING OA ,FULL,ISO.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OAB MID ASSISTED PIKE,TTB OAB MID ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OAB TOP ASSISTED PIKE,TTB OAB TOP ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TO RING MEATHOOK  PIKE,OA TO RING MEATHOOK ,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE TO INVERTED ASSISTED PIKE,OA TTB SUPINE TO INVERTED ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB V TO INVERTED ASSISTED PIKE,OA TTB V TO INVERTED ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OAB MID TO INVERTED ASSISTED PIKE,TTB OAB MID TO INVERTED ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OA BA TOP TO INVERTED ASSISTED PIKE,TTB OA BA TOP TO INVERTED ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE V TO INVERTED ASSISTED PIKE,OA TTB SUPINE V TO INVERTED ASSISTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA HANG TO MEATHOOK TO INVERTED PIKE,OA HANG TO MEATHOOK TO INVERTED,PIKE,CON.,omega,4,2,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,WINDSHIELD OA SUPINE PIKE,WINDSHIELD OA SUPINE,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OAB MID  PIKE,TTB OAB MID ,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OAB TOP  PIKE,TTB OAB TOP ,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (STRAIGHT ARM) ,OA TO RING MEATHOOK SLOW PIKE,OA TO RING MEATHOOK SLOW,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE TO INVERTED ASSISTED PIKE,OA TTB SUPINE TO INVERTED ASSISTED,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB V TO INVERTED PIKE,OA TTB V TO INVERTED,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OAB MID TO INVERTED  PIKE,TTB OAB MID TO INVERTED ,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,TTB OA BA TOP TO INVERTED  PIKE,TTB OA BA TOP TO INVERTED ,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA TTB SUPINE V TO INVERTED  PIKE,OA TTB SUPINE V TO INVERTED ,PIKE,CON.,spartan,5,1,TTB,
PULL,PULL VERTICAL,PULL VERTICAL (BENT ARM) ,OA HANG TO MEATHOOK TO INVERTED SLOW PIKE,OA HANG TO MEATHOOK TO INVERTED SLOW,PIKE,CON.,spartan,5,1,TTB,
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,WEIGHTED OBLIQUE ,WEIGHTED OBLIQUE,,ISO.,alfa,1,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,WEIGHTED OBLIQUE ,WEIGHTED OBLIQUE,,CON.,alfa,1,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STANDING LATERAL STRETCH ,STANDING LATERAL STRETCH,,ISO.,alfa,1,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STANDING LATERAL STRETCH ,STANDING LATERAL STRETCH,,CON.,alfa,1,3,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,AROUND THE WORLD WEIGHTED ,AROUND THE WORLD WEIGHTED,,CON.,delta,2,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,HORIZONTAL WINDMILL WEIGHTED ,HORIZONTAL WINDMILL WEIGHTED,,CON.,delta,2,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT SIDE PCK OL W. ,BENT SIDE PCK OL W.,,ISO.,delta,2,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STRAIGHT SIDE PCK STANDING W. ,STRAIGHT SIDE PCK STANDING W.,,CON.,delta,2,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT SIDE PCK OL W. ,BENT SIDE PCK OL W.,,CON.,delta,2,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STRAIGHT SIDE PCK STANDING BENT PRESS ,STRAIGHT SIDE PCK STANDING BENT PRESS,,CON.,delta,2,3,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT SIDE PCK OL W. TWIST ,BENT SIDE PCK OL W. TWIST,,CON.,delta,2,3,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT SIDE PCK OL W. TWIST ,BENT SIDE PCK OL W. TWIST,,CON.,delta,2,3,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,WINDMILL SIDE PCK STANDING  PRESS ,WINDMILL SIDE PCK STANDING  PRESS,,CON.,sigma,3,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STRAIGHT SIDE PCK OL  ,STRAIGHT SIDE PCK OL ,,ISO.,sigma,3,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STRAIGHT SIDE PCK OL ,STRAIGHT SIDE PCK OL,,CON.,sigma,3,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,WINDMILL SIDE PCK STANDING DOUBLE STRETCH ,WINDMILL SIDE PCK STANDING DOUBLE STRETCH,,CON.,sigma,3,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STRAIGHT SIDE PCK OL TWIST ,STRAIGHT SIDE PCK OL TWIST,,CON.,sigma,3,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT PCK SIDE  W. ,BENT PCK SIDE  W.,,ISO.,sigma,3,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT PCK SIDE W. ,BENT PCK SIDE W.,,CON.,sigma,3,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,STRAIGHT SIDE PCK STANDING AROUND THE WORLD ,STRAIGHT SIDE PCK STANDING AROUND THE WORLD,,CON.,omega,4,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,BENT PCK SIDE TWIST W. ,BENT PCK SIDE TWIST W.,,CON.,omega,4,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,PCK SIDE W  ,PCK SIDE W ,,ISO.,omega,4,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,PCK SIDE W ,PCK SIDE W,,CON.,omega,4,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,PCK SIDE TWIST ,PCK SIDE TWIST,,CON.,omega,4,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,PCK SIDE TO SIDE ,PCK SIDE TO SIDE,,CON.,omega,4,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,PCK AROUND THE WORLD ,PCK AROUND THE WORLD,,CON.,omega,4,2,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,OVERHEAD PCK WINDMILL ,OVERHEAD PCK WINDMILL,,CON.,spartan,5,1,SIDE PCK ,TTB / HF
MOVILIDAD,OBLICUOS,LOWER POSTERIOR,OVERHEAD PCK SIDE ,OVERHEAD PCK SIDE,,CON.,spartan,5,1,SIDE PCK ,TTB / HF
CORE,CORE POSTERIOR,ESPINALES,BOTE ESPINAL  ,BOTE ESPINAL ,,ISO.,alfa,1,1,HR,
CORE,CORE LATERAL,OBLICUOS,BOTE LATERAL  ,BOTE LATERAL ,,ISO.,alfa,1,1,HR,
CORE,CORE POSTERIOR,ESPINALES,BOTE ESPINAL  ,BOTE ESPINAL ,,CON.,alfa,1,2,HR,
CORE,CORE LATERAL,OBLICUOS,BOTE LATERAL  ,BOTE LATERAL ,,CON.,alfa,1,2,HR,
CORE,CORE POSTERIOR,ESPINALES,ESPINAL CAJON ,ESPINAL CAJON,,CON.,alfa,1,3,HR,
CORE,CORE LATERAL,OBLICUOS,SIDE PLANK ELBOW  ,SIDE PLANK ELBOW ,,ISO.,alfa,1,3,HR,
CORE,CORE LATERAL,OBLICUOS,SIDE PLANK ELBOW TWIST ,SIDE PLANK ELBOW TWIST,,CON.,alfa,1,3,HR,
CORE,CORE LATERAL,OBLICUOS,SIDE PLANK SUPP ,SIDE PLANK SUPP,,CON.,delta,2,1,HR,
CORE,CORE LATERAL,OBLICUOS,SIDE PLANK ARCH ,SIDE PLANK ARCH,,CON.,delta,2,1,HR,
